,Company Name,Template Name,PSE Form Number,Announce Date and Time,Circular Number,edge_no,url,disclosure_table,Background/Description of the Disclosure,Subject of the Disclosure
22,Jollibee Foods Corporation,Clarification of News Reports,4-13,2019-08-01 09:48:00,C05367-2019,8d6c25f04b2bb6d5efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=8d6c25f04b2bb6d5efdfc15ec263a54d,"{""Title of Each Class"": ""Common"", ""Subject of the Disclosure"": ""JFC to Invest US$100M for the Acquisition of The Coffee Bean & Tea Leaf\u00ae Brand"", ""Background/Description of the Disclosure"": ""Jollibee Foods Corporation (JFC), one of Asia\u2019s largest food service companies, disclosed today that through its wholly owned subsidiary Jollibee Worldwide Pte Ltd (JWPL, Singapore), it entered into an agreement to invest USD100 million in a new Singapore-based holding company (\u201cholding company\u201d) to acquire 100% of The Coffee Bean & Tea Leaf\u00ae specialty coffee and tea brand (CBTL), based in Los Angeles, California, USA. The acquiring entity will be JWPL\u2019s wholly owned subsidiary Java Ventures, LLC (United States), which will eventually be a wholly owned subsidiary of the new holding company."", ""Date of Approval by Board of Directors"": ""Jul 24, 2019"", ""Date of Approval by Stockholders"": ""N/A"", ""Other Relevant Regulatory Agency, if applicable"": ""United States Federal Trade Commission and Department of Justice"", ""Date of Approval by Relevant Regulatory Agency"": ""N/A"", ""Rationale for the transaction including the benefits which are expected to be accrued to the Issuer as a result of the transaction"": ""The acquisition of The Coffee Bean & Tea Leaf\u00ae brand will be JFC\u2019s largest and most multinational so far with business presence in 27 countries. This will add 14% to its global system wide sales, 26% to its total store network, will bring international business\u2019 contribution to 36% of worldwide sales and will bring JFC closer to its vision to be one of the top 5 restaurant companies in the world in terms of market capitalization. Combined with Highlands Coffee, with business mostly in Vietnam, this acquisition will enable JFC to become an important player in the large, fast growing and profitable coffee business. CBTL will be JFC\u2019s second largest business after Jollibee brand while coffee business will account for 14% of JFC\u2019s worldwide system sales. Our priority is to accelerate the growth of The Coffee Bean and Tea Leaf\u00ae brand particularly in Asia, by strengthening its brand development, marketing and franchise support system."", ""Description of the transaction including the timetable for implementation and related regulatory requirements, if any"": ""The total consideration for this acquisition is USD350 million on a debt-free basis (the acquired business will have no debt upon acquisition). The acquisition is expected to be completed not earlier than 60 days from execution of the purchase agreement, subject to government approvals in the United States and meeting certain closing conditions."", ""Name"": ""VALERIE AMANTE"", ""The nature and amount of consideration (e.g. price per share, the aggregate amount)"": ""JFC, through Java Ventures, will pay the Sellers in cash."", ""Basis upon which the amount of consideration or value of the transaction was determined"": ""The purchase price of the transaction is based on a negotiated price between the parties."", ""The number of shares to be acquired "": ""128,471,534.20 Common Units and 7,993,784.33 Incentive Units"", ""Ratio/percentage to total outstanding capital stock"": ""100"", ""Terms of payment"": ""The purchase price shall be paid in cash at closing."", ""Conditions precedent to closing of the transaction, if any"": ""The transaction is expected to be completed on a date not earlier than sixty (60) days from execution of the purchase agreement, subject to governmental approvals in the United States and satisfaction of closing conditions."", ""Nature and business"": ""ICT is in the business of owning, operating and franchising coffee shops operating under the trade name Coffee Bean & Tea Leaf."", ""Discussion of major projects and investments"": ""Headquartered in Los Angeles, California, ICT owns and franchises Coffee Bean & Tea Leaf locations in the US and various countries worldwide."", ""Type of Security"": ""Common Units"", ""Amount"": ""Not applicable to a limited liability company."", ""Number of Shares"": ""-"", ""Effect(s)/impact on the business, financial condition and operations of the Issuer"": ""The acquisition of The Coffee Bean & Tea Leaf\u00ae brand will be JFC\u2019s largest and most multinational so far with business presence in 27 countries. This will add 14% to its global system wide sales, 26% to its total store network, will bring international business\u2019 contribution to 36% of worldwide sales and will bring JFC closer to its vision to be one of the top 5 restaurant companies in the world in terms of market capitalization. Combined with Highlands Coffee, with business mostly in Vietnam, this acquisition will enable JFC to become an important player in the large, fast growing and profitable coffee business. CBTL will be JFC\u2019s second largest business after Jollibee brand while coffee business will account for 14% of JFC\u2019s worldwide system sales. Our priority is to accelerate the growth of The Coffee Bean and Tea Leaf\u00ae brand particularly in Asia, by strengthening its brand development, marketing and franchise support system."", ""Other Relevant Information"": ""Please see attached Press Release and 2018 Audited Financial Statements of the Target Company."", ""Designation"": ""VICE-PRESIDENT""}","Jollibee Foods Corporation (JFC), one of Asia’s largest food service companies, disclosed today that through its wholly owned subsidiary Jollibee Worldwide Pte Ltd (JWPL, Singapore), it entered into an agreement to invest USD100 million in a new Singapore-based holding company (“holding company”) to acquire 100% of The Coffee Bean & Tea Leaf® specialty coffee and tea brand (CBTL), based in Los Angeles, California, USA. The acquiring entity will be JWPL’s wholly owned subsidiary Java Ventures, LLC (United States), which will eventually be a wholly owned subsidiary of the new holding company.",JFC to Invest US$100M for the Acquisition of The Coffee Bean & Tea Leaf® Brand
23,Jollibee Foods Corporation,Substantial Acquisitions,5-1,2019-07-24 12:21:00,C05148-2019,12c30859590bed87efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=12c30859590bed87efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""JFC and Panda Restaurant Group, Inc. to bring PANDA EXPRESS to the Philippines"", ""Background/Description of the Disclosure"": ""Jollibee Foods Corporation (JFC), one of the largest Asian food service companies, and Panda Restaurant Group, Inc. (\u201cPanda\u201d), America\u2019s largest family-owned and operated Chinese American restaurant concept, announced the establishment of a 50/50 joint venture to bring Panda Express restaurants to the Philippines."", ""Date of Approval by Board of Directors"": ""Sep 27, 2018"", ""Date of Approval by Stockholders, if applicable"": ""N/A"", ""Description and nature of the transaction including the timetable for implementation, and related regulatory requirements"": ""JFC and Panda announced the establishment of a 50/50 joint venture to bring Panda Express restaurants to the Philippines. In its initial phase, the two industry leaders intend to focus on developing five stores in Metro Manila."", ""Rationale for the transaction including the benefits which are expected to be accrued to the Issuer as a result of the transaction"": ""With proven track records in providing great tasting food at a great value, JFC and Panda join hands to introduce American Chinese food, a globally-influenced cuisine inspired by authentic Chinese culinary principles, to the Philippines. The two restaurant giants aim to deliver exceptional dining experiences through their shared foundation and commitment to their dedicated employees, loyal guests, and great operations."", ""Amount of investment and/or interest by the parties involved"": ""\u2022 50% JFC; 50% Panda\u2022 The JV Company will initially have an authorized capital stock of the Philippine Peso equivalent of USD 5 Million and will initially focus on developing 5 Panda Express restaurants in Metro Manila."", ""Provisions on profit-sharing, arrangements on management and operations"": ""Profit sharing shall be in accordance to the 50/50 ownership. The JV Company shall have its own management with JFC providing support."", ""Conditions precedent to closing of transaction, if any"": ""None."", ""Other salient features of the joint venture agreement"": ""Obligation to comply with regulatory requirements."", ""Name"": ""VALERIE AMANTE"", ""Effect(s) on the business, financial condition and operations of the Issuer, if any"": ""With proven track records in providing great tasting food at a great value, JFC and Panda join hands to introduce American Chinese food, a globally-influenced cuisine inspired by authentic Chinese culinary principles, to the Philippines. The two restaurant giants aim to deliver exceptional dining experiences through their shared foundation and commitment to their dedicated employees, loyal guests, and great operations.Long-term, Panda Express has a high potential for broad acceptance across the country."", ""Other Relevant Information"": ""This disclosure is amended to inform the public that \u201cJBPX Foods, Inc.\u201d, the JV Company of Jollibee Foods Corporation and Panda Restaurant Group, Inc. has been incorporated on July 3, 2019. The Certificate of Incorporation, duly issued by the Securities and Exchange Commission, was received by the Company on July 5, 2019."", ""Designation"": ""VICE-PRESIDENT""}","Jollibee Foods Corporation (JFC), one of the largest Asian food service companies, and Panda Restaurant Group, Inc. (“Panda”), America’s largest family-owned and operated Chinese American restaurant concept, announced the establishment of a 50/50 joint venture to bring Panda Express restaurants to the Philippines.","JFC and Panda Restaurant Group, Inc. to bring PANDA EXPRESS to the Philippines"
24,Jollibee Foods Corporation,[Amend-1]Joint Ventures,4-22,2019-07-08 07:32:00,C04790-2019,c01c85e143b96676efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=c01c85e143b96676efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Clarification of News Report"", ""Source"": ""Manila Standard"", ""Subject of News Report"": ""Jollibee delays public offering of SuperFoods"", ""Date of Publication"": ""Jun 29, 2019"", ""Clarification of News Report"": ""Excerpt of our response is found below:\u201cJollibee Foods Corp., the biggest fast-food chain, is delaying the planned initial public offering of majority-owned unit SuperFoods Group in Vietnam because of the strong performance of the company.JFC chairman Tony Tancaktiong said in an interview at the sidelines of the annual stockholders\u2019 meeting Friday that Superfoods was currently doing well, registering one of the fastest growths in terms of profitability, margin and return in investment.\u2018We are reviewing the timetable for that. Because the company is very profitable, there is less pressure for us to raise funds,\u2019 Tancaktiong said.\u2018The later we go public the higher valuation we will get,\u2019 he added.. . . .JFC and VTI were originally planned to conduct the Superfoods IPO in July 2019.JFC chief finance officer Ysmael Baysa said Superfoods was aggressive with the store expansion in Vietnam, aiming to open 100 Highlands Coffee stores annually over the next five years.Superfoods also plans to bring Pho 24 stores outside Vietnam, especially in the United States, Hong Kong and Europe.\u2018Pho 24 has very high same-store-sales in Vietnam. But we think we can create more value if we open Pho 24 stores outside Vietnam. It is very attractive in metropolitan places because it is very healthy Vietnamese food,\u2019 Baysa said.. . . .\u201dWe confirm that the above statements that were published in the June 29, 2019 issue of the Manila Standard are correct."", ""Other Relevant Information"": ""Please see attached."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",,Clarification of News Report
25,Jollibee Foods Corporation,Clarification of News Reports,4-13,2019-07-01 13:15:00,C04643-2019,da2cab6eef3fb89fefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=da2cab6eef3fb89fefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Results of Annual Stockholders\u2019 Meeting"", ""Background/Description of the Disclosure"": ""Results of Annual Stockholders\u2019 Meeting"", ""Name of Person"": ""Tony Tan Caktiong"", ""Direct"": ""Ernesto Tanmantiong"", ""External auditor"": ""Sycip Gorres Velayo and Company"", ""List of other material resolutions, transactions and corporate actions approved by the stockholders"": ""1. Minutes of the last annual stockholders' meeting held on June 29, 2018 was approved.2. The Annual Report and Audited Financial Statements for the year ended December 31, 2018 were approved.3. Actions taken by the Board of Directors and Officers since the last annual stockholders' meeting last June 29, 2018 were approved.Note: Since the required votes for ratification of the amendments to the senior management stock option and incentive plan was not obtained, this item was not ratified by the stockholders."", ""Other Relevant Information"": ""The disclosure is being amended to include the other items in the Agenda that required action from the stockholders. Please note that items 1, 2, 4 and 10 (Call to Order, Certification by the Corporate Secretary on Notice and Quorum, Management's Report and Other Matters, respectively) do not require any action from the stockholders."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Results of Annual Stockholders’ Meeting,Results of Annual Stockholders’ Meeting
26,Jollibee Foods Corporation,[Amend-1]Results of Annual or Special Stockholders' Meeting,4-24,2019-06-28 15:59:00,C04605-2019,61780d0eac86fb71efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=61780d0eac86fb71efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Results of Organizational Meeting of the Board of Directors"", ""Background/Description of the Disclosure"": ""Results of Organizational Meeting of the Board of Directors"", ""Name of Person"": ""Ernesto Tanmantiong"", ""Direct"": ""Joseph Tanbuntiong"", ""Name of Committees"": ""Executive Committee"", ""List of other material resolutions, transactions and corporate actions approved by the Board of Directors"": ""- Designation of Mr. Monico V. Jacob as the lead independent director."", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Results of Organizational Meeting of the Board of Directors,Results of Organizational Meeting of the Board of Directors
27,Jollibee Foods Corporation,Results of Organizational Meeting of Board of Directors,4-25,2019-06-28 15:14:00,C04596-2019,7b5e22f4bcee5328efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=7b5e22f4bcee5328efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Results of Annual Stockholders\u2019 Meeting"", ""Background/Description of the Disclosure"": ""Results of Annual Stockholders\u2019 Meeting"", ""Name of Person"": ""Tony Tan Caktiong"", ""Direct"": ""Ernesto Tanmantiong"", ""External auditor"": ""Sycip Gorres Velayo and Company"", ""List of other material resolutions, transactions and corporate actions approved by the stockholders"": ""None"", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Results of Annual Stockholders’ Meeting,Results of Annual Stockholders’ Meeting
28,Jollibee Foods Corporation,Results of Annual or Special Stockholders' Meeting,4-24,2019-06-28 15:11:00,C04595-2019,d02cd4cd4471df10efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=d02cd4cd4471df10efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Approval of amendments to the Senior Management Equity Incentive Plan"", ""Background/Description of the Disclosure"": ""Upon recommendation of the Compensation Committee, the Board of Directors approved the amendments to the Senior Management Equity Incentive Plan. The amendment pertained to the deletion of the restricted stock unit program and all references related thereto."", ""Other Relevant Information"": ""None."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}","Upon recommendation of the Compensation Committee, the Board of Directors approved the amendments to the Senior Management Equity Incentive Plan. The amendment pertained to the deletion of the restricted stock unit program and all references related thereto.",Approval of amendments to the Senior Management Equity Incentive Plan
29,Jollibee Foods Corporation,Material Information/Transactions,4-30,2019-06-28 07:41:00,C04536-2019,3dea126ba026c6ffefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=3dea126ba026c6ffefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Amended Notice of Annual Stockholders' Meeting"", ""Background/Description of the Disclosure"": ""Amended Notice of Annual Stockholders' Meeting and Approval of Record Date"", ""Date of Approval by Board of Directors"": ""Apr 8, 2019"", ""Date of Stockholders' Meeting"": ""Jun 28, 2019"", ""Time"": ""2:00 PM"", ""Venue"": ""PSE Auditorium, Ground Floor, PSE Building, Exchange Road, Ortigas Center, Pasig City"", ""Record Date"": ""May 28, 2019"", ""Agenda"": ""The agenda for the meeting shall be as follows:1. Call to Order;2. Certification by the Corporate Secretary on Notice and Quorum;3. Reading and approval of the minutes of the last Annual Stockholders\u2019 Meeting;4. Management\u2019s Report;5. Approval of the 2018 Audited Financial Statements and Annual Report;6. Ratification of Actions by the Board of Directors and Officers of the Corporation;7. Election of Directors;8. Appointment of External Auditors;9. Ratification of Amendments to the Senior Management Stock Option and Incentive Plan10. Other matters; and 11. Adjournment."", ""Start Date"": ""N/A"", ""End Date"": ""N/A"", ""Other Relevant Information"": ""This amendment was made to include the \""Ratification of Amendments to the Senior Management Stock Option and Incentive Plan\"" as item 9 in the Agenda of the stockholders' meeting. Please see attached Amended Notice."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Amended Notice of Annual Stockholders' Meeting and Approval of Record Date,Amended Notice of Annual Stockholders' Meeting
30,Jollibee Foods Corporation,[Amend-2]Notice of Annual or Special Stockholders' Meeting,7-1,2019-05-29 11:41:00,C03719-2019,8a9a820ee365687cefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=8a9a820ee365687cefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Press Release: 2019 1st Quarter Financial Results"", ""Background/Description of the Disclosure"": ""JFC Sales Up 18% in Quarter 1, To Open 500 New Stores in 2019"", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""Corazon Palomar"", ""Designation"": ""Director, Investors Relations""}","JFC Sales Up 18% in Quarter 1, To Open 500 New Stores in 2019",Press Release: 2019 1st Quarter Financial Results
31,Jollibee Foods Corporation,Press Release,4-31,2019-05-15 14:32:00,C03349-2019,30417e8de0a43977efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=30417e8de0a43977efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Notice of annual stockholders' meeting"", ""Background/Description of the Disclosure"": ""Notice of annual stockholders' meeting and approval of record date"", ""Date of Approval by Board of Directors"": ""Apr 8, 2019"", ""Date of Stockholders' Meeting"": ""Jun 28, 2019"", ""Time"": ""2:00 PM"", ""Venue"": ""PSE Auditorium, Ground Floor, PSE Building, Exchange Road, Ortigas Center, Pasig City"", ""Record Date"": ""May 28, 2019"", ""Agenda"": ""The agenda for the meeting shall be as follows:1. Call to Order;2. Certification by the Corporate Secretary on Notice and Quorum;3. Reading and approval of the minutes of the last Annual Stockholders\u2019 Meeting;4. Management\u2019s Report;5. Approval of the 2018 Audited Financial Statements and Annual Report;6. Ratification of Actions by the Board of Directors and Officers of the Corporation;7. Election of Directors;8. Appointment of External Auditors;9. Other matters; and 10. Adjournment."", ""Start Date"": ""N/A"", ""End Date"": ""N/A"", ""Other Relevant Information"": ""This amendment was made to update the public on the (i) time and (ii) venue of the Annual Stockholders' Meeting to be held on June 28, 2019."", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Notice of annual stockholders' meeting and approval of record date,Notice of annual stockholders' meeting
32,Jollibee Foods Corporation,[Amend-1]Notice of Annual or Special Stockholders' Meeting,7-1,2019-04-22 12:36:00,C02572-2019,0bc1f076905a79eaefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=0bc1f076905a79eaefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Approval of amendments to the Senior Management Stock Option and Incentive Plan"", ""Background/Description of the Disclosure"": ""Upon recommendation of the Compensation Committee, the Board of Directors approved the amendments to the Senior Management Stock Option and Incentive Plan. Summary of the amendments include the following:1. Renaming the Plan from \u201cStock Option and Incentive Plan\u201d to \u201cEquity Incentive Plan\u201d2. Introduction of Restricted Stock Unit Program (RSUP) as the third program in the Plan in addition to the existing Management Stock Option and Incentive Plan and the Executive Long Term Incentive Plan. The participants to the RSUP are high level executives. On each of the third and fourth anniversary dates from the RSUP grant date, 50% of the RSUP stock units shall vest.3. Introduction of restrictive covenants and consequences for violation of such restrictive covenants. Restrictive covenants shall pertain to provisions on non-compete, non-solicitation and non-disclosure of proprietary information.4. Revision of the term \u201cTermination\u201d and inclusion of consequences to one\u2019s rights under the incentive plan in the event of occurrence of grounds for termination."", ""Other Relevant Information"": ""None"", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}","Upon recommendation of the Compensation Committee, the Board of Directors approved the amendments to the Senior Management Stock Option and Incentive Plan. Summary of the amendments include the following:1. Renaming the Plan from “Stock Option and Incentive Plan” to “Equity Incentive Plan”2. Introduction of Restricted Stock Unit Program (RSUP) as the third program in the Plan in addition to the existing Management Stock Option and Incentive Plan and the Executive Long Term Incentive Plan. The participants to the RSUP are high level executives. On each of the third and fourth anniversary dates from the RSUP grant date, 50% of the RSUP stock units shall vest.3. Introduction of restrictive covenants and consequences for violation of such restrictive covenants. Restrictive covenants shall pertain to provisions on non-compete, non-solicitation and non-disclosure of proprietary information.4. Revision of the term “Termination” and inclusion of consequences to one’s rights under the incentive plan in the event of occurrence of grounds for termination.",Approval of amendments to the Senior Management Stock Option and Incentive Plan
33,Jollibee Foods Corporation,Material Information/Transactions,4-30,2019-04-11 15:30:00,C02366-2019,c33de75ff644e9afefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=c33de75ff644e9afefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Press Release: 2018 Audited Financial Results"", ""Background/Description of the Disclosure"": ""JFC Reports 2018 Audited Financial Results"", ""Other Relevant Information"": ""Please see attached Press Release."", ""Name"": ""Corazon Palomar"", ""Designation"": ""Director, Investors Relations""}",JFC Reports 2018 Audited Financial Results,Press Release: 2018 Audited Financial Results
34,Jollibee Foods Corporation,Press Release,4-31,2019-04-11 07:58:00,C02329-2019,48a7c6a42a227eabefdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=48a7c6a42a227eabefdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Cash dividend declaration"", ""Background/Description of the Disclosure"": ""Jollibee Foods Corporation (JFC) announced that its Board of Directors approved today, April 8, 2019, a cash dividend of Php1.23 per share of common stock for all shareholders of record as of April 26, 2019 (ex-dividend date of April 23, 2019). This will be distributed on May 9, 2019. This cash dividend is 7.9%% higher than the Php1.14 cash dividend per share declared on April 6, 2018."", ""Date of Approval by Board of Directors"": ""Apr 8, 2019"", ""Other Relevant Regulatory Agency, if applicable"": ""N/A"", ""Date of Approval by Relevant Regulatory Agency, if applicable"": ""N/A"", ""Type (Regular or Special)"": ""REGULAR"", ""Amount of Cash Dividend Per Share"": ""Php1.23"", ""Record Date"": ""Apr 26, 2019"", ""Payment Date"": ""May 9, 2019"", ""Source of Dividend Payment"": ""Unrestricted retained earnings of 2016."", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""Corazon Palomar"", ""Designation"": ""Director, Investors Relations""}","Jollibee Foods Corporation (JFC) announced that its Board of Directors approved today, April 8, 2019, a cash dividend of Php1.23 per share of common stock for all shareholders of record as of April 26, 2019 (ex-dividend date of April 23, 2019). This will be distributed on May 9, 2019. This cash dividend is 7.9%% higher than the Php1.14 cash dividend per share declared on April 6, 2018.",Cash dividend declaration
35,Jollibee Foods Corporation,Declaration of Cash Dividends,6-1,2019-04-08 14:08:00,C02269-2019,416629e58e310932efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=416629e58e310932efdfc15ec263a54d,"{""Title of Each Class"": ""COMMON"", ""Subject of the Disclosure"": ""Notice of annual stockholders' meeting"", ""Background/Description of the Disclosure"": ""Notice of annual stockholders' meeting and approval of record date"", ""Date of Approval by Board of Directors"": ""Apr 8, 2019"", ""Date of Stockholders' Meeting"": ""Jun 28, 2019"", ""Time"": ""TBD"", ""Venue"": ""TBD"", ""Record Date"": ""May 28, 2019"", ""Agenda"": ""The agenda for the meeting shall be as follows:1. Call to Order;2. Certification by the Corporate Secretary on Notice and Quorum;3. Reading and approval of the minutes of the last Annual Stockholders\u2019 Meeting;4. Management\u2019s Report;5. Approval of the 2018 Audited Financial Statements and Annual Report;6. Ratification of Actions by the Board of Directors and Officers of the Corporation;7. Election of Directors;8. Appointment of External Auditors;9. Other matters; and 10. Adjournment."", ""Start Date"": ""N/A"", ""End Date"": ""N/A"", ""Other Relevant Information"": ""-"", ""Name"": ""VALERIE AMANTE"", ""Designation"": ""VICE-PRESIDENT""}",Notice of annual stockholders' meeting and approval of record date,Notice of annual stockholders' meeting
36,Jollibee Foods Corporation,Notice of Annual or Special Stockholders' Meeting,7-1,2019-04-08 13:58:00,C02267-2019,a1bc0f16e83be8f7efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=a1bc0f16e83be8f7efdfc15ec263a54d,"{""Title of Each Class"": ""Common"", ""Subject of the Disclosure"": ""Results of the 4th Quarter Unaudited Financial Statements for 2018"", ""Background/Description of the Disclosure"": ""4th Quarter Unaudited Financial Statements for 2018"", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""Corazon Palomar"", ""Designation"": ""Director, Investors Relations""}",4th Quarter Unaudited Financial Statements for 2018,Results of the 4th Quarter Unaudited Financial Statements for 2018
37,Jollibee Foods Corporation,Material Information/Transactions,4-30,2019-02-14 15:00:00,C00871-2019,bef44bc0dc50423defdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=bef44bc0dc50423defdfc15ec263a54d,"{""Title of Each Class"": ""Common"", ""Subject of the Disclosure"": ""Press Release: 2018 4th Quarter Financial Results"", ""Background/Description of the Disclosure"": ""JFC Opens 502 Stores in 2018, Reports 23.5% Sales Growth, 17.1% Profit Growth"", ""Other Relevant Information"": ""Please see attachment."", ""Name"": ""Corazon Palomar"", ""Designation"": ""Director, Investors Relations""}","JFC Opens 502 Stores in 2018, Reports 23.5% Sales Growth, 17.1% Profit Growth",Press Release: 2018 4th Quarter Financial Results
38,Jollibee Foods Corporation,Press Release,4-31,2019-02-14 14:47:00,C00870-2019,6b4dd8a581554606efdfc15ec263a54d,https://edge.pse.com.ph/openDiscViewer.do?edge_no=6b4dd8a581554606efdfc15ec263a54d,,,
